InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536823,22508,DOORSTOP RETROSPOT HEART,4,2/12/10 17:22,3.75,13011,United Kingdom
536824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,160,2/12/10 17:24,2.55,13798,United Kingdom
C536825,22617,BAKING SET SPACEBOY DESIGN,-1,2/12/10 17:27,4.95,15384,United Kingdom
C536826,35004B,SET OF 3 BLACK FLYING DUCKS,-2,2/12/10 17:30,4.65,17924,United Kingdom
C536827,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-3,2/12/10 17:31,6.95,13408,United Kingdom
C536828,22832,BROCANTE SHELF WITH HOOKS,-1,2/12/10 17:35,10.75,14264,United Kingdom
C536829,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2/12/10 17:36,3.25,13295,United Kingdom
536830,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2880,2/12/10 17:38,0.18,16754,United Kingdom
536831,84880,WHITE WIRE EGG HOLDER,12,2/12/10 17:40,4.95,16029,United Kingdom
536832,21927,BLUE/CREAM STRIPE CUSHION COVER ,24,2/12/10 17:41,1.25,16634,United Kingdom
536833,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2/12/10 17:48,2.95,18239,United Kingdom
536834,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",12,2/12/10 17:51,2.95,14576,United Kingdom
536835,22655,VINTAGE RED KITCHEN CABINET,1,2/12/10 18:06,295,13145,United Kingdom
536836,21231,SWEETHEART CERAMIC TRINKET BOX,20,2/12/10 18:08,1.25,18168,United Kingdom
536837,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2/12/10 18:15,7.95,14395,United Kingdom
536838,15036,ASSORTED COLOURS SILK FAN,24,2/12/10 18:23,0.75,14865,United Kingdom
536839,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2/12/10 18:25,0.21,15093,United Kingdom
536840,22961,JAM MAKING SET PRINTED,12,2/12/10 18:27,1.45,12738,Germany
536841,22766,PHOTO FRAME CORNICE,8,2/12/10 18:27,2.95,16150,United Kingdom
536842,20726,LUNCH BAG WOODLAND,10,2/12/10 18:45,1.65,17552,United Kingdom
536843,22966,GINGERBREAD MAN COOKIE CUTTER,12,2/12/10 18:46,1.25,17552,United Kingdom
536844,22502,PICNIC BASKET WICKER SMALL,32,2/12/10 18:49,4.95,14236,United Kingdom
536845,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2/12/10 19:18,3.75,17961,United Kingdom
536846,22469,HEART OF WICKER SMALL,2,2/12/10 19:59,1.65,14573,United Kingdom
536847,22155,STAR DECORATION RUSTIC,48,3/12/10 9:31,0.42,17135,United Kingdom
536848,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,3/12/10 9:39,2.55,13408,United Kingdom
536849,22730,ALARM CLOCK BAKELIKE IVORY,19,3/12/10 9:45,3.75,17396,United Kingdom
C536850,22942,CHRISTMAS LIGHTS 10 SANTAS ,-48,3/12/10 9:47,7.65,14213,United Kingdom
536851,20682,RED RETROSPOT CHILDRENS UMBRELLA,24,3/12/10 9:49,3.25,12967,United Kingdom
536852,22549,PICTURE DOMINOES,12,3/12/10 9:51,1.45,12686,France
C536853,84678,CLASSICAL ROSE SMALL VASE,-1,3/12/10 10:07,2.55,14679,United Kingdom
C536854,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,3/12/10 10:09,2.95,15240,United Kingdom
C536855,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-4,3/12/10 10:11,7.95,18225,United Kingdom
536856,22632,HAND WARMER RED POLKA DOT,12,3/12/10 10:26,2.1,13370,United Kingdom
536857,22900, SET 2 TEA TOWELS I LOVE LONDON ,5,3/12/10 10:33,2.95,16883,United Kingdom
536858,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,30,3/12/10 10:36,2.95,13520,Switzerland
536859,22745,POPPY'S PLAYHOUSE BEDROOM ,1,3/12/10 10:43,2.1,12841,United Kingdom
536860,22627,MINT KITCHEN SCALES,1,3/12/10 10:43,8.5,16905,United Kingdom
536861,22149,FELTCRAFT 6 FLOWER FRIENDS,6,3/12/10 10:44,2.1,12427,Germany
536863,10123C,HEARTS WRAPPING TAPE ,1,3/12/10 11:19,0.65,17967,United Kingdom
536874,21135,VICTORIAN  METAL POSTCARD SPRING,5,3/12/10 11:35,1.69,16891,United Kingdom
536884,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,3/12/10 11:42,7.95,14589,United Kingdom
536890,17090A,LAVENDER INCENSE 40 CONES IN TIN,36,3/12/10 11:48,0.85,14156,EIRE
536938,22386,JUMBO BAG PINK POLKADOT,20,3/12/10 12:05,1.95,14680,United Kingdom
536943,22469,HEART OF WICKER SMALL,2,3/12/10 12:11,1.65,17884,United Kingdom
536944,22383,LUNCH BAG SUKI  DESIGN ,70,3/12/10 12:20,1.65,12557,Spain
536945,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,1,3/12/10 12:24,7.95,14083,United Kingdom
536946,22813,PACK 3 BOXES BIRD PANNETONE ,12,3/12/10 12:28,1.95,13013,United Kingdom
536947,84692,BOX OF 24 COCKTAIL PARASOLS,25,3/12/10 12:29,0.42,13013,United Kingdom
536954,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,100,3/12/10 12:41,4.25,17809,United Kingdom
536956,20665,RED RETROSPOT PURSE ,6,3/12/10 12:43,2.95,14210,United Kingdom
536957,22617,BAKING SET SPACEBOY DESIGN,12,3/12/10 12:43,4.95,17809,United Kingdom
536960,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,3/12/10 12:48,3.95,16477,United Kingdom
536967,POST,POSTAGE,1,3/12/10 12:57,18,12600,Germany
536968,79321,CHILLI LIGHTS,48,3/12/10 13:09,4.25,16013,United Kingdom
536969,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,192,3/12/10 13:10,2.75,16013,United Kingdom
536970,22423,REGENCY CAKESTAND 3 TIER,120,3/12/10 13:12,10.95,17949,United Kingdom
536971,21733,RED HANGING HEART T-LIGHT HOLDER,32,3/12/10 13:40,2.55,12779,Poland
536972,22065,CHRISTMAS PUDDING TRINKET POT ,6,3/12/10 13:42,1.45,16926,United Kingdom
536973,22694,WICKER STAR ,6,3/12/10 13:43,2.1,17787,United Kingdom
536974,15056BL,EDWARDIAN PARASOL BLACK,9,3/12/10 13:59,5.95,12682,France
536975,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,3/12/10 14:04,16.95,14911,EIRE
536976,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,3/12/10 14:18,0.85,14723,United Kingdom
536977,21481,FAWN BLUE HOT WATER BOTTLE,1,3/12/10 14:18,2.95,17954,United Kingdom
C536978,22776,SWEETHEART CAKESTAND 3 TIER,-1,3/12/10 14:19,9.95,17954,United Kingdom
C536979,84685,BEACH HUT KEY CABINET,-1,3/12/10 14:23,3.75,17841,United Kingdom
536980,22632,HAND WARMER RED RETROSPOT,10,3/12/10 14:26,2.1,17819,United Kingdom
536981,22222,CAKE PLATE LOVEBIRD WHITE,1,3/12/10 14:26,4.95,14723,United Kingdom
536983,22331,WOODLAND PARTY BAG + STICKER SET,8,3/12/10 14:30,1.65,12712,Germany
536984,21446,12 RED ROSE PEG PLACE SETTINGS,1,3/12/10 14:35,1.25,17841,United Kingdom
536985,22423,REGENCY CAKESTAND 3 TIER,6,3/12/10 14:40,12.75,15373,United Kingdom
536986,21479,WHITE SKULL HOT WATER BOTTLE ,8,3/12/10 14:40,3.75,16140,United Kingdom
536987,90128B,BLUE LEAVES AND BEADS PHONE CHARM,1,3/12/10 14:54,1.25,17198,United Kingdom
536988,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,3/12/10 15:05,2.95,17238,United Kingdom
536989,85135B,BLUE DRAGONFLY HELICOPTER,1,3/12/10 15:10,7.95,17238,United Kingdom
536990,21992,VINTAGE PAISLEY STATIONERY SET,6,3/12/10 15:14,2.95,12793,Portugal
536992,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,36,3/12/10 15:16,2.55,15769,United Kingdom
536993,22470,HEART OF WICKER LARGE,2,3/12/10 15:19,2.95,14396,United Kingdom
536994,22072,RED RETROSPOT TEA CUP AND SAUCER ,8,3/12/10 15:25,3.75,14898,United Kingdom
537022,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,3/12/10 15:45,1.25,12725,Italy
537023,22509,SEWING BOX RETROSPOT DESIGN ,1,3/12/10 16:02,16.95,16725,United Kingdom
C537024,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,-36,3/12/10 16:21,2.1,13941,United Kingdom
537026,84375,SET OF 20 KIDS COOKIE CUTTERS,12,3/12/10 16:35,2.1,12395,Belgium
537030,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,3/12/10 16:44,0.85,16455,United Kingdom
537031,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,24,3/12/10 16:45,1.25,16455,United Kingdom
537034,22867,HAND WARMER BIRD DESIGN,96,3/12/10 17:20,1.85,13081,United Kingdom
537035,37446,MINI CAKE STAND WITH HANGING CAKES,8,3/12/10 17:21,1.45,13081,United Kingdom
537036,22660,DOORMAT I LOVE LONDON,1,3/12/10 17:28,7.95,15545,United Kingdom
537037,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,5/12/10 10:03,3.95,17243,United Kingdom
537038,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,5/12/10 10:12,6.75,15465,United Kingdom
C537039,22854,CREAM SWEETHEART EGG HOLDER,-1,5/12/10 10:25,4.95,15708,United Kingdom
537040,22423,REGENCY CAKESTAND 3 TIER,48,5/12/10 10:27,10.95,13089,United Kingdom
537041,22726,ALARM CLOCK BAKELIKE GREEN,4,5/12/10 10:36,3.75,16033,United Kingdom
537042,22969,HOMEMADE JAM SCENTED CANDLES,12,5/12/10 10:45,1.45,13838,United Kingdom
C537043,22575,METAL MERRY CHRISTMAS WREATH,-6,5/12/10 10:48,1.95,15351,United Kingdom
537044,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4,5/12/10 10:52,4.25,18055,United Kingdom
537045,90175C,BLUE GLASS CHUNKY CHARM BRACELET,1,5/12/10 10:54,8.95,15038,United Kingdom
537046,22169,FAMILY ALBUM WHITE PICTURE FRAME,16,5/12/10 10:58,7.65,18109,United Kingdom
537047,22603,CHRISTMAS RETROSPOT TREE WOOD,5,5/12/10 11:02,0.85,13069,United Kingdom
537048,90162B,ANT SILVER LIME GREEN BOUDICCA RING,1,5/12/10 11:03,2.95,13069,United Kingdom
537049,21733,RED HANGING HEART T-LIGHT HOLDER,6,5/12/10 11:04,2.95,16241,United Kingdom
537050,16237,SLEEPING CAT ERASERS,30,5/12/10 11:10,0.21,14800,United Kingdom
537051,22301,COFFEE MUG CAT + BIRD DESIGN,6,5/12/10 11:12,2.55,15708,United Kingdom
537052,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,5/12/10 11:15,1.06,16839,United Kingdom
537053,22926,IVORY GIANT GARDEN THERMOMETER,2,5/12/10 11:38,5.95,16168,United Kingdom
537054,22732,3D VINTAGE CHRISTMAS STICKERS ,1,5/12/10 11:40,1.25,16931,United Kingdom
537055,15056BL,EDWARDIAN PARASOL BLACK,2,5/12/10 11:45,5.95,16814,United Kingdom
537057,22379,RECYCLING BAG RETROSPOT ,2,5/12/10 11:49,2.1,15351,United Kingdom
537058,22941,CHRISTMAS LIGHTS 10 REINDEER,2,5/12/10 11:51,8.5,13269,United Kingdom
537059,85124C,GREEN JUICY FRUIT PHOTO FRAME,1,5/12/10 11:54,2.55,14813,United Kingdom
537065,22837,HOT WATER BOTTLE BABUSHKA ,8,5/12/10 11:57,4.65,12567,France
537067,22654,DELUXE SEWING KIT ,1,5/12/10 11:57,5.95,14813,United Kingdom
537077,72232,FENG SHUI PILLAR CANDLE,24,5/12/10 11:59,0.19,17062,United Kingdom
537081,22409,MONEY BOX BISCUITS DESIGN,12,5/12/10 12:00,1.25,15332,Lithuania
537086,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,20,5/12/10 12:01,3.75,15332,Lithuania
537090,21915,RED  HARMONICA IN BOX ,12,5/12/10 12:02,1.25,15332,Lithuania
537111,22974,CHILDRENS DOLLY GIRL MUG,6,5/12/10 12:08,1.65,14810,United Kingdom
537117,79321,CHILLI LIGHTS,48,5/12/10 12:09,4.25,16353,United Kingdom
537126,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,5/12/10 12:13,1.25,18118,United Kingdom
537127,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128,5/12/10 12:13,2.55,13831,United Kingdom
537128,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,5/12/10 12:15,9.95,12841,United Kingdom
537129,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,5/12/10 12:15,1.65,13506,United Kingdom
537130,22835,HOT WATER BOTTLE I AM SO POORLY,2,5/12/10 12:23,4.65,17796,United Kingdom
537131,22810,SET OF 6 T-LIGHTS SNOWMEN,6,5/12/10 12:26,2.95,15716,United Kingdom
537133,21468,BUTTERFLY CROCHET FOOD COVER,1,5/12/10 12:29,3.75,18156,United Kingdom
C537132,22788,BROCANTE COAT RACK,-2,5/12/10 12:29,8.5,15221,United Kingdom
537134,22111,SCOTTIE DOG HOT WATER BOTTLE,12,5/12/10 12:34,4.95,16983,United Kingdom
537135,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,5/12/10 12:35,2.1,17059,United Kingdom
537136,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,1,5/12/10 12:42,2.95,12748,United Kingdom
537137,84832,ZINC WILLIE WINKIE  CANDLE STICK,16,5/12/10 12:43,0.85,16327,United Kingdom
537138,22571,ROCKING HORSE RED CHRISTMAS ,6,5/12/10 12:44,0.85,17211,United Kingdom
537139,22423,REGENCY CAKESTAND 3 TIER,1,5/12/10 12:47,12.75,17026,United Kingdom
537140,M,Manual,1,5/12/10 12:53,0.42,12748,United Kingdom
537141,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,5/12/10 12:57,1.25,15570,United Kingdom
537142,22844,VINTAGE CREAM DOG FOOD CONTAINER,1,5/12/10 12:57,8.5,12748,United Kingdom
C537143,20685,DOORMAT RED RETROSPOT,-1,5/12/10 12:58,7.95,12748,United Kingdom
537144,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,5/12/10 13:00,16.95,15880,United Kingdom
537153,84836,ZINC METAL HEART DECORATION,12,5/12/10 13:03,1.25,16718,United Kingdom
537154,22837,HOT WATER BOTTLE BABUSHKA ,18,5/12/10 13:05,4.65,15808,United Kingdom
537155,62018,SOMBRERO ,1,5/12/10 13:05,1.95,12748,United Kingdom
537156,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3,5/12/10 13:08,4.65,17858,United Kingdom
C537157,35953,FOLKART STAR CHRISTMAS DECORATIONS,-24,5/12/10 13:09,1.25,15880,United Kingdom
537158,22629,SPACEBOY LUNCH BOX ,4,5/12/10 13:10,1.95,16393,United Kingdom
537159,22112,CHOCOLATE HOT WATER BOTTLE,6,5/12/10 13:17,4.95,14527,United Kingdom
537160,22605,WOODEN CROQUET GARDEN SET,1,5/12/10 13:18,14.95,14161,United Kingdom
537163,22738,RIBBON REEL SNOWY VILLAGE,10,5/12/10 13:21,1.65,17863,United Kingdom
C537164,D,Discount,-1,5/12/10 13:21,29.29,14527,United Kingdom
537176,22556,PLASTERS IN TIN CIRCUS PARADE ,2,5/12/10 13:26,1.65,16411,United Kingdom
537179,22111,SCOTTIE DOG HOT WATER BOTTLE,18,5/12/10 13:29,4.95,13767,United Kingdom
537192,22859,EASTER TIN BUNNY BOUQUET,2,5/12/10 13:42,1.65,16402,United Kingdom
537193,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,5/12/10 13:49,9.95,15023,United Kingdom
537194,22619,SET OF 6 SOLDIER SKITTLES,80,5/12/10 13:53,3.39,17402,United Kingdom
537195,22620,4 TRADITIONAL SPINNING TOPS,1,5/12/10 13:55,1.25,15311,United Kingdom
537196,22112,CHOCOLATE HOT WATER BOTTLE,1,5/12/10 13:55,4.95,15426,United Kingdom
537197,22843,BISCUIT TIN VINTAGE GREEN,2,5/12/10 14:02,6.75,12647,Germany
537198,20685,DOORMAT RED RETROSPOT,10,5/12/10 14:03,6.75,12647,Germany
537199,22810,SET OF 6 T-LIGHTS SNOWMEN,6,5/12/10 14:06,2.95,15894,United Kingdom
537200,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,3,5/12/10 14:17,2.95,15867,United Kingdom
537201,22781,GUMBALL MAGAZINE RACK,2,5/12/10 14:19,7.65,12472,Germany
537202,48138,DOORMAT UNION FLAG,2,5/12/10 14:25,7.95,14506,United Kingdom
C537203,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,5/12/10 14:44,9.95,14606,United Kingdom
537204,22297,HEART IVORY TRELLIS SMALL,6,5/12/10 14:45,1.25,15555,United Kingdom
537205,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,5/12/10 14:52,1.25,13034,United Kingdom
537206,21485,RETROSPOT HEART HOT WATER BOTTLE,3,5/12/10 15:02,4.95,15235,United Kingdom
537207,22924,FRIDGE MAGNETS LA VIE EN ROSE,6,5/12/10 15:06,0.85,17402,United Kingdom
537208,90082B,DIAMANTE BOW BROOCH RED COLOUR,1,5/12/10 15:12,6.35,15889,United Kingdom
537209,21115,ROSE CARAVAN DOORSTOP,1,5/12/10 15:12,6.75,14606,United Kingdom
537210,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,5/12/10 15:15,2.55,15953,United Kingdom
537211,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,5/12/10 15:18,2.95,16143,United Kingdom
537212,20712,JUMBO BAG WOODLAND ANIMALS,10,5/12/10 15:21,1.95,12720,Germany
537213,20966,SANDWICH BATH SPONGE,1,5/12/10 15:26,1.25,12748,United Kingdom
537214,20963,APPLE BATH SPONGE,10,5/12/10 15:35,1.25,16422,United Kingdom
537215,85124C,GREEN JUICY FRUIT PHOTO FRAME,12,5/12/10 15:38,2.55,12747,United Kingdom
537216,22195,LARGE HEART MEASURING SPOONS,12,5/12/10 15:40,1.65,15502,United Kingdom
537217,22849,"BREAD BIN, DINER STYLE, MINT",4,5/12/10 15:40,14.95,15502,United Kingdom
537218,85016,SET OF 6 VINTAGE NOTELETS KIT,6,5/12/10 15:46,2.55,12763,Japan
537219,21217,RED RETROSPOT ROUND CAKE TINS,2,5/12/10 15:47,9.95,14081,United Kingdom
537221,22942,CHRISTMAS LIGHTS 10 SANTAS ,1,5/12/10 15:54,8.5,17965,United Kingdom
537222,21385,IVORY HANGING DECORATION  HEART,1,5/12/10 16:00,0.85,14404,United Kingdom
537223,22835,HOT WATER BOTTLE I AM SO POORLY,4,5/12/10 16:10,4.65,13579,United Kingdom
537224,22829,SWEETHEART WIRE WALL TIDY,2,5/12/10 16:24,9.95,13174,United Kingdom
537225,84795B,SUNSET CHECK HAMMOCK,4,5/12/10 16:41,7.95,12748,United Kingdom
537226,22811,SET OF 6 T-LIGHTS CACTI ,6,6/12/10 8:34,2.95,15987,United Kingdom
537227,22941,CHRISTMAS LIGHTS 10 REINDEER,2,6/12/10 8:42,8.5,17677,United Kingdom
537228,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,6/12/10 8:43,2.1,17677,United Kingdom
537229,22961,JAM MAKING SET PRINTED,12,6/12/10 8:44,1.45,17677,United Kingdom
537231,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,6/12/10 9:21,3.25,13652,United Kingdom
C537232,84840,SWEETHEART CARRY-ALL BASKET,-2,6/12/10 9:31,8.5,12586,Italy
537233,22652,TRAVEL SEWING KIT,20,6/12/10 9:37,1.65,17428,United Kingdom
C537234,22653,BUTTON BOX ,-20,6/12/10 9:40,1.95,16161,United Kingdom
537235,22622,BOX OF VINTAGE ALPHABET BLOCKS,156,6/12/10 9:45,8.5,17381,United Kingdom
537236,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,6/12/10 9:52,7.95,16858,United Kingdom
537238,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,5,6/12/10 10:03,0.85,16161,United Kingdom
537239,22767,TRIPLE PHOTO FRAME CORNICE ,2,6/12/10 10:05,9.95,18219,United Kingdom
537241,22111,SCOTTIE DOG HOT WATER BOTTLE,9,6/12/10 10:18,4.95,14293,United Kingdom
537242,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,6/12/10 10:19,0.29,14748,United Kingdom
537243,22632,HAND WARMER RED RETROSPOT,12,6/12/10 10:19,2.1,16638,United Kingdom
537244,22027,TEA PARTY BIRTHDAY CARD,12,6/12/10 10:20,0.42,17674,United Kingdom
537245,22469,HEART OF WICKER SMALL,12,6/12/10 10:24,1.65,14748,United Kingdom
537246,22150,3 STRIPEY MICE FELTCRAFT,6,6/12/10 10:27,1.95,12808,Portugal
537247,22174,PHOTO CUBE,48,6/12/10 10:34,1.48,13094,United Kingdom
537248,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,6/12/10 10:36,12.75,15899,United Kingdom
537249,22080,RIBBON REEL POLKADOTS ,20,6/12/10 10:38,1.65,16955,United Kingdom
537250,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,6/12/10 10:43,4.25,12708,Germany
537254,22149,FELTCRAFT 6 FLOWER FRIENDS,2,6/12/10 11:01,2.1,15898,United Kingdom
537255,22381,TOY TIDY PINK POLKADOT,5,6/12/10 11:03,2.1,14443,United Kingdom
537256,21137,BLACK RECORD COVER FRAME,480,6/12/10 11:06,3.39,16210,United Kingdom
537257,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,6/12/10 11:10,2.95,17691,United Kingdom
537258,21034,REX CASH+CARRY JUMBO SHOPPER,1,6/12/10 11:16,0.95,17227,United Kingdom
537262,22197,SMALL POPCORN HOLDER,100,6/12/10 11:26,0.72,15039,United Kingdom
537265,46000M,POLYESTER FILLER PAD 45x45cm,2,6/12/10 11:26,1.55,15919,United Kingdom
537298,21349,IVY HEART WREATH,4,6/12/10 11:37,6.75,13497,United Kingdom
537301,22470,HEART OF WICKER LARGE,4,6/12/10 11:38,2.95,15860,United Kingdom
537312,21868,POTTING SHED TEA MUG,72,6/12/10 11:42,1.06,14189,United Kingdom
537313,22699,ROSES REGENCY TEACUP AND SAUCER ,6,6/12/10 11:42,2.95,15304,United Kingdom
C537314,21349,IVY HEART WREATH,-4,6/12/10 11:42,6.75,13497,United Kingdom
C537320,35400,WOODEN BOX ADVENT CALENDAR ,-1,6/12/10 11:47,8.95,14867,United Kingdom
537332,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,6/12/10 11:58,4.95,14344,United Kingdom
C537333,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,6/12/10 12:00,8.5,12474,Germany
537334,22726,ALARM CLOCK BAKELIKE GREEN,2,6/12/10 12:06,3.75,16719,United Kingdom
537335,20757,RED DAISY POCKET BOOK ,3,6/12/10 12:15,0.85,15048,United Kingdom
537346,20685,DOORMAT RED RETROSPOT,2,6/12/10 12:21,7.95,15301,United Kingdom
537350,21682,LARGE MEDINA STAMPED METAL BOWL ,4,6/12/10 12:23,4.95,14708,United Kingdom
537351,22215,CAKE STAND WHITE TWO TIER LACE,1,6/12/10 12:23,8.5,16898,United Kingdom
537354,85099B,JUMBO BAG RED RETROSPOT,6,6/12/10 12:23,1.95,12748,United Kingdom
537359,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,6/12/10 12:30,2.95,14825,United Kingdom
537360,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,6/12/10 12:31,1.06,18113,United Kingdom
537362,16016,LARGE CHINESE STYLE SCISSOR,2,6/12/10 12:34,0.85,17596,United Kingdom
537365,22652,TRAVEL SEWING KIT,10,6/12/10 12:38,1.65,15078,United Kingdom
537366,22569,FELTCRAFT CUSHION BUTTERFLY,10,6/12/10 12:39,3.75,14085,United Kingdom
537367,82582,AREA PATROLLED METAL SIGN,12,6/12/10 12:39,2.1,15078,United Kingdom
537368,20749,ASSORTED COLOUR MINI CASES,4,6/12/10 12:40,7.95,14911,EIRE
537369,72131,COLUMBIAN CANDLE RECTANGLE,1,6/12/10 12:41,1.95,17860,United Kingdom
537370,22549,PICTURE DOMINOES,1,6/12/10 12:44,1.45,13155,United Kingdom
537371,90179C,BLACK FINE BEAD NECKLACE W TASSEL,1,6/12/10 12:47,5.95,15028,United Kingdom
537372,48187,DOORMAT NEW ENGLAND,4,6/12/10 12:52,7.95,16919,United Kingdom
537374,22415,WHITE TISSUE REAM,1,6/12/10 12:55,7.95,17259,United Kingdom
537375,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,4,6/12/10 12:55,2.55,17019,United Kingdom
C537373,22423,REGENCY CAKESTAND 3 TIER,-1,6/12/10 12:55,12.75,14487,United Kingdom
537376,22568,FELTCRAFT CUSHION OWL,24,6/12/10 12:59,3.39,16722,United Kingdom
537377,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,12,6/12/10 13:01,4.25,15882,United Kingdom
537378,22697,GREEN REGENCY TEACUP AND SAUCER,12,6/12/10 13:06,2.95,14911,EIRE
537380,22633,HAND WARMER UNION JACK,24,6/12/10 13:12,2.1,15882,United Kingdom
C537379,22865,HAND WARMER OWL DESIGN,-10,6/12/10 13:12,2.1,15882,United Kingdom
537381,22865,HAND WARMER OWL DESIGN,10,6/12/10 13:13,2.1,14667,United Kingdom
537382,22727,ALARM CLOCK BAKELIKE RED ,3,6/12/10 13:13,3.75,16710,United Kingdom
C537383,21658,GLASS  BEURRE DISH,-1,6/12/10 13:17,3.95,16550,United Kingdom
537384,22633,HAND WARMER UNION JACK,10,6/12/10 13:21,2.1,15984,United Kingdom
537385,22423,REGENCY CAKESTAND 3 TIER,4,6/12/10 13:22,12.75,14487,United Kingdom
537386,22119,PEACE WOODEN BLOCK LETTERS,3,6/12/10 13:32,6.95,14911,EIRE
537387,22794,SWEETHEART WIRE MAGAZINE RACK,2,6/12/10 13:34,7.95,13468,United Kingdom
537388,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,6/12/10 13:35,2.95,17682,United Kingdom
537389,21754,HOME BUILDING BLOCK WORD,1,6/12/10 13:41,5.95,17757,United Kingdom
537390,22816,CARD MOTORBIKE SANTA,12,6/12/10 13:47,0.42,16658,United Kingdom
537391,22423,REGENCY CAKESTAND 3 TIER,3,6/12/10 13:53,12.75,16550,United Kingdom
537392,M,Manual,5,6/12/10 13:58,1.25,17068,United Kingdom
537393,21471,STRAWBERRY RAFFIA FOOD COVER,6,6/12/10 13:59,3.75,13089,United Kingdom
537394,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,6/12/10 14:00,1.49,13089,United Kingdom
537395,20983,12 PENCILS TALL TUBE RED RETROSPOT,1,6/12/10 14:05,0.85,15356,United Kingdom
537396,M,Manual,1,6/12/10 14:08,35,17223,United Kingdom
537397,22595,CHRISTMAS GINGHAM HEART,36,6/12/10 14:19,0.85,16817,United Kingdom
C537398,22430,ENAMEL WATERING CAN CREAM,-1,6/12/10 14:22,4.95,15426,United Kingdom
537399,22815,CARD PSYCHEDELIC APPLES,12,6/12/10 14:31,0.42,13030,United Kingdom
537400,22795,SWEETHEART RECIPE BOOK STAND,1,6/12/10 14:36,6.75,17191,United Kingdom
537403,22333,RETROSPOT PARTY BAG + STICKER SET,4,6/12/10 14:43,1.65,17191,United Kingdom
C537402,22926,IVORY GIANT GARDEN THERMOMETER,-4,6/12/10 14:43,5.95,15502,United Kingdom
